#	跳转号	原检索号	描述	中文名	null	
431	432	218	一年生草本植物；叶呈羽状细裂；花两性	毛茛科	FA118	
432	431	218	多年生草本植物；叶全缘而呈掌状分裂；雌雄同株	大戟科	FA84	
433	428	216	木本植物，或陆生草本植物，常不具呈花瓣状的萼片。		-----	
434	449	219	萼片于蕾内呈镊合状排列。		-----	
435	440	220	雄蕊互相分离或连成数束。		-----	
436	437	221	花药1室或数室；叶为掌状复叶或单叶；全缘，具羽状脉	木棉科	FA100	
437	436	221	花药2室；叶为单叶，叶缘有锯齿或全缘。		-----	
438	439	222	花药以顶端2孔裂开	杜英科	FA87	
439	438	222	花药纵长裂开	椴树科	FA103	
440	435	220	雄蕊连为单体，至少内层者如此，并且多少有些连成管状。		-----	
441	442	223	花单性；萼片2或3片	大戟科	FA84	
442	441	223	花常两性；萼片多5片，稀可较少。		-----	
443	446	224	花药2室或更多室。		-----	
444	445	225	无副萼；多有不育雄蕊；花药2室；叶为单叶或掌状分裂	梧桐科	FA102	
445	444	225	有副萼；无不育雄蕊；花药数室；叶为单叶，全缘且具羽状脉	木棉科	FA100	
446	443	224	花药1室。		-----	
447	448	226	花粉粒表面平滑；叶为掌状复叶	木棉科	FA100	
448	447	226	花粉粒表面有束C；叶有各种情形	锦葵科	FA101	
449	434	219	萼片于蕾内呈覆瓦状或旋转状排列，或有时<如大戟科的巴豆属Croton)近于呈镊合状排列。		-----	
450	451	227	雌雄同株或稀可异株；果实为蒴果，由2—4个各自裂为2爿的离果所成	大戟科	FA84	
451	450	227	花常两性，或在猕猴桃科的猕猴桃属•，Actinidia中为杂性或雌雄异株；果实为其它情形。		-----	
452	453	228	萼片在果实时增大且成翅状；雄蕊具伸长的花药隔	龙脑香科	FA96	
453	452	228	萼片及雄蕊二者不为上述情形。		-----	
454	455	229	雄蕊排列成2层，外层10个和花瓣对生，内层5个和萼片对生	蒺藜科	FA115	
455	454	229	雄蕊的排列为其它情形。		-----	
456	457	230	食虫的草本植物；叶基生，呈管状，其上再具有小叶片	瓶子草科	null	
457	456	230	不是食虫植物；叶茎生或基生，但不呈管状。		-----	
458	461	231	植物体呈耐寒旱状；叶为全缘单叶。		-----	
459	460	232	叶对生或上部者互生；萼片5片，互不相等，外面2片较小或有时退化，内面3片较大，成旋转状排列，宿存；花瓣早落	半日花科	FA72	
460	459	232	叶互生；萼片5片，大小相等；花瓣宿存；在内侧基部各有2舌状物	柽柳科	FA78	
461	458	231	植物体不是耐寒旱状；叶常互生；萼片2—5片，彼此相等；呈覆瓦状或稀可呈镊合状排列。		-----	
462	465	233	草本或木本植物；花为四出数，或其萼片多为2片且早落。		-----	
463	464	234	植物体内含乳汁；无或有极短子房柄；种子有丰富胚乳	罂粟科	FA162	
464	463	234	植物体内不含乳汁；有细长的子房柄；种子无或有少量胚乳	山柑科	FA69	
465	462	233	木本植物；花常为五出数，萼片宿存或脱落。		-----	
466	467	235	果实为具5个棱角的蒴果，分成5个骨质各含1或2种子的心皮后，再各沿其缝线而2瓣裂开	蔷薇科	FA122	
467	466	235	果实不为蒴果，如为蒴果时则为胞背裂开。		-----	
468	469	236	蔓生或攀援的灌木；雄蕊互相分离；子房5室或更多室；浆果，常可食	猕猴桃科	FA160	
469	468	236	直立乔木或灌木；雄蕊至少在外层者连为单体，或连成3—5束而着生于花瓣的基部；子房5—3室。		-----	
470	471	237	花药能转动，以顶端孔裂开；浆果；胚乳颇丰富	猕猴桃科	FA160	
471	470	237	花药能或不能转动，常纵长裂开；果实有各种情形；胚乳通常量微小	山茶科	FA74	
472	319	161	成熟雄蕊10个或较少，如多于10个时，其数并不超过花瓣的2倍。		-----	
473	512	238	成熟雄蕊和花瓣同数，且和它对生。		-----	
474	479	239	雌蕊3个至多数，离生。		-----	
475	476	240	直立草本或亚灌木；花两性，五出数	蔷薇科	FA122	
476	475	240	木质或草质藤本；花单性，常为三出数。		-----	
477	478	241	叶常为单叶；花小型；核果；心皮3—6个，呈星状排列，各含1胚珠	防己科	FA119	
478	477	241	叶为掌状复叶或由3小叶组成；花中型；浆果；心皮3个至多数，轮状或螺旋状排列，各含1个或多数胚珠	木通科	FA117	
479	474	239	雌蕊1个。		-----	
480	491	242	子房2至数室。		-----	
481	482	243	花萼裂齿不明显或微小；以卷须缠绕他物的灌木或草本植物	葡萄科	FA176	
482	481	243	花萼具4—5裂片；乔木、灌木或草本植物，有时虽也可为缠绕性，但无卷须。		-----	
483	486	244	雄蕊连成单体。		-----	
484	485	245	叶为单叶；每子房室内含胚珠2—6个(或在可可树亚族Theobromineae中为多数)	梧桐科	FA102	
